timestamp [ns],gyro x [deg/s],gyro y [deg/s],gyro z [deg/s],acceleration x [G],acceleration y [G],acceleration z [G],roll [deg],pitch [deg],yaw [deg],quaternion w,quaternion x,quaternion y,quaternion z
1760637383519216161,-0.97846985,10.087967,24.068832,-0.0336914,-0.62109375,1.8193358,3.0524378,-27.60855,13.750554,0.9645519,-0.23990233,-0.002873905,0.10990018
1760637383527274161,-0.6122589,12.7773285,20.162582,-0.010742184,-0.55029297,1.2792969,3.2623987,-27.583946,13.941096,0.9644222,-0.23989439,-0.0014790967,0.111076236
1760637383535332161,7.0152283,21.259308,16.683578,-0.0122070275,-0.4858398,0.7036133,3.5376384,-27.505754,14.146423,0.9643819,-0.23950481,0.0004935898,0.11226787
1760637383545966161,7.871628,26.262283,12.594223,-0.0122070275,-0.5449219,0.4213867,3.8072104,-27.490103,14.312783,0.9642462,-0.2396405,0.002431755,0.11311244
1760637383556600161,-26.002884,12.289047,5.2700043,0.026367191,-0.45654297,1.043457,3.8981838,-27.829845,14.427173,0.9634408,-0.2425848,0.0025727544,0.11369862
1760637383567234161,-44.132233,16.5596,0.020980835,-0.61083984,-0.58496094,3.0800781,4.159899,-28.202003,14.542875,0.96255296,-0.24596865,0.0041010696,0.11390413
1760637383575235161,-19.411087,30.900955,8.749008,-0.46874997,-1.2944336,1.3364258,4.415785,-28.275206,14.67688,0.9622567,-0.24684274,0.0058774957,0.11443655
1760637383583236161,6.1016083,10.210037,1.1196136,-0.30029297,-0.64697266,0.44140622,4.4964204,-28.230536,14.744579,0.962277,-0.24655287,0.006460906,0.11485819
1760637383591237161,-7.204056,15.275955,2.462387,-0.18847655,-0.52783203,0.1538086,4.6840644,-28.360607,14.789173,0.9619514,-0.24783286,0.007787822,0.114748485
1760637383599238161,-40.348053,21.686554,2.8896332,-0.34326172,-0.7636719,0.33691403,4.9530826,-28.885479,14.906799,0.9607162,-0.25250205,0.00916773,0.11481682
1760637383609905161,-64.884186,10.5781555,-0.22315979,-0.47998044,-0.9042968,0.8500976,5.0645795,-29.479218,15.034367,0.95931494,-0.2575835,0.009108758,0.11525028
1760637383620572161,-69.459915,7.2803497,2.5234222,-0.54589844,-1.0073242,1.4887695,5.1839905,-30.055225,15.182203,0.9579063,-0.26251903,0.009076969,0.115831174
1760637383631239161,-54.01802,10.271072,6.8569183,-0.5292969,-1.1352539,1.5952148,5.3259373,-30.487656,15.336969,0.9567845,-0.2662761,0.009377842,0.11650042
1760637383641873161,-39.676666,-0.5302429,11.739731,-0.42822263,-0.9536132,1.105957,5.4230337,-30.830229,15.543996,0.9558006,-0.26924103,0.0092807785,0.1177612
1760637383652508161,-41.75186,3.4370422,14.974594,-0.35546875,-1.0107422,1.2060547,5.511541,-31.172354,15.780397,0.95477843,-0.27219328,0.009030881,0.11927837
1760637383663143161,-36.563873,6.000519,15.645981,-0.3959961,-1.0869141,1.3432617,5.654046,-31.519064,16.042444,0.9537037,-0.27523956,0.009149496,0.120866634
1760637383671143161,-24.53804,5.2051544,15.1577,-0.38916016,-1.0668945,1.3007812,5.9450216,-31.97562,16.470682,0.95217305,-0.27936646,0.009937207,0.123377904
1760637383679143161,-12.271881,4.59671,14.852524,-0.3203125,-0.97998047,1.1269531,6.0716786,-32.045967,16.660608,0.9517935,-0.28010222,0.0104321195,0.124591604
1760637383687143161,-1.3446808,5.9375763,13.753891,-0.2524414,-0.91406244,0.9731445,6.201507,-32.033257,16.81177,0.9516457,-0.2801531,0.01115797,0.12553976
1760637383695143161,6.4048767,6.549835,11.739731,-0.24511717,-0.82470703,0.88769525,6.310069,-31.955517,16.921501,0.95169365,-0.27964076,0.011897134,0.12624848
1760637383705811161,13.912201,4.901886,9.237289,-0.20166016,-0.77685547,0.8388671,6.417723,-31.859985,17.0081,0.9518062,-0.2789792,0.012710816,0.12678309
1760637383716479161,18.611908,2.6435852,7.101059,-0.20703124,-0.69384766,0.7861328,6.513953,-31.746824,17.099401,0.9519532,-0.2781609,0.013443905,0.12740059
1760637383727147161,24.349213,-1.1405945,4.354477,-0.1689453,-0.61279297,0.72802734,6.5406322,-31.577171,17.151535,0.95227855,-0.27679405,0.013773805,0.12790936
1760637383737807161,29.964447,-3.276825,-0.95558167,-0.12011719,-0.49902344,0.5751953,6.5098095,-31.32908,17.156277,0.95283824,-0.27470773,0.013849485,0.12822756
1760637383748467161,29.233932,-4.804611,-4.190445,-0.086914055,-0.44628906,0.52490234,6.448631,-31.06976,17.13292,0.95345443,-0.27248976,0.013754768,0.12839174
1760637383759127161,26.853561,-6.33049,-6.509781,-0.08544922,-0.3984375,0.48681638,6.359733,-30.823751,17.087816,0.9540639,-0.27034676,0.013460639,0.12842627
1760637383769801161,24.290085,-7.1811676,-8.768082,-0.079589844,-0.3857422,0.48437497,6.1240463,-30.400696,16.89295,0.9552423,-0.26655254,0.012531392,0.1276905
1760637383780475161,23.130417,-7.364273,-10.843277,-0.09179687,-0.3701172,0.49316403,5.9906993,-30.210793,16.802832,0.95577234,-0.26481774,0.011885084,0.12739521
1760637383791149161,21.968842,-7.24411,-12.552261,-0.090332024,-0.33642578,0.45849606,5.8526115,-30.030111,16.6796,0.9563163,-0.26315084,0.011259193,0.12682256
1760637383799149161,20.259857,-5.7792664,-14.627457,-0.075683594,-0.30810547,0.47167966,5.71158,-29.857292,16.51635,0.9568837,-0.26154253,0.010685082,0.12591144
1760637383807151161,19.283295,-4.6195984,-15.542984,-0.07080078,-0.29736328,0.49511716,5.576671,-29.695625,16.376245,0.9573987,-0.26003695,0.010089536,0.12516652
1760637383815153161,18.489838,-1.6899109,-16.397476,-0.06542968,-0.3022461,0.48974606,5.455518,-29.542557,16.230116,0.9578963,-0.25861776,0.009606907,0.12432926
1760637383823155161,18.18657,1.1768341,-17.251968,-0.08203124,-0.29296875,0.49267575,5.355874,-29.39515,16.066126,0.95839775,-0.25726855,0.009332703,0.12328645
1760637383833818161,17.087936,3.3130646,-18.045425,-0.09765624,-0.28466797,0.4702148,5.2804666,-29.25187,15.90156,0.9588854,-0.25597987,0.009252946,0.12217814
1760637383844481161,15.5620575,4.289627,-18.655777,-0.10986328,-0.2709961,0.4858398,5.2148957,-29.116905,15.739058,0.9593495,-0.25477126,0.009236418,0.12105662
1760637383855144161,16.66069,4.4727325,-19.388199,-0.11621093,-0.29638672,0.44042966,5.1486645,-28.991251,15.60555,0.959761,-0.25364205,0.009134882,0.120170586
1760637383865816161,15.623093,5.815506,-19.63234,-0.12695312,-0.28857422,0.41259763,5.0471134,-28.746025,15.220676,0.96068376,-0.2514571,0.009433306,0.11733212
1760637383876487161,15.254974,5.8784485,-20.364761,-0.11621093,-0.29101562,0.41748044,4.993369,-28.627346,15.064299,0.96109575,-0.2503972,0.009468285,0.116215855
1760637383887158161,15.68222,5.0849915,-20.730972,-0.140625,-0.31054688,0.42822263,4.9251795,-28.50339,14.874319,0.9615513,-0.24927586,0.009458303,0.11485045
1760637383895149161,18.795013,1.5449524,-22.256851,-0.1401367,-0.30419922,0.44580075,4.8345613,-28.363527,14.6234,0.96209866,-0.24799441,0.009406511,0.113029346
1760637383903138161,19.832611,-0.04196167,-23.294449,-0.14404297,-0.28564453,0.49560544,4.7315607,-28.212801,14.389522,0.9626477,-0.24661204,0.009220415,0.11138078
1760637383911127161,20.137787,-2.117157,-24.332047,-0.15966797,-0.30273438,0.5493164,4.6078005,-28.054403,14.174093,0.96319234,-0.24514809,0.00882282,0.10993207
1760637383919116161,20.259857,-3.1547546,-24.759293,-0.15771484,-0.30566406,0.58935547,4.464527,-27.893131,13.957624,0.96374005,-0.24364275,0.008260314,0.108512856
1760637383929803161,22.212982,-4.2533875,-25.369644,-0.16259766,-0.32226562,0.5913086,4.308385,-27.726028,13.747307,0.96428984,-0.24207872,0.0075763734,0.10717046
1760637383940490161,22.825241,-5.716324,-25.79689,-0.17041016,-0.32080078,0.60839844,4.143311,-27.543303,13.546302,0.96485823,-0.24037787,0.0068077883,0.1059279
1760637383951177161,23.313522,-7.7342987,-25.857925,-0.15576172,-0.33154297,0.65185547,3.9578633,-27.357367,13.338525,0.96543497,-0.23863308,0.005878007,0.10466585
1760637383961856161,22.45903,-8.771896,-25.91896,-0.16015625,-0.37060547,0.74365234,3.5689478,-26.992844,12.7972,0.9666684,-0.23519285,0.004094485,0.10109219
1760637383972534161,20.994186,-8.893967,-25.308609,-0.16796875,-0.35253906,0.8496093,3.43834,-26.789566,12.561262,0.9672833,-0.233358,0.0036776718,0.099466205
1760637383983212161,21.297455,-8.708954,-24.087906,-0.20996092,-0.37304688,0.9252929,3.3332908,-26.582401,12.381955,0.96785015,-0.23151532,0.0033576218,0.09826224
1760637383993824161,26.123047,-9.868622,-20.242691,-0.1665039,-0.38964844,0.7319336,3.2309966,-26.373192,12.176768,0.9684378,-0.22965747,0.0031081596,0.09682983
1760637384004439161,22.884369,-12.981415,-19.021988,-0.15527344,-0.3466797,0.7495117,3.0430727,-26.158363,11.971874,0.9690323,-0.22768137,0.0021318933,0.09556718
1760637384015054161,18.735886,-13.837814,-17.98439,-0.15332031,-0.37109375,0.9169921,2.8662558,-25.967634,11.828977,0.9695223,-0.2259212,0.001096772,0.09478891
1760637384023108161,19.041061,-11.884689,-16.21437,-0.13183594,-0.41796875,0.97070307,2.5999424,-25.61657,11.611369,0.97037464,-0.2227334,-0.00041037984,0.09360897
1760637384031160161,17.147064,-10.662079,-14.932632,-0.17089844,-0.42382812,0.91943353,2.4934192,-25.466848,11.498443,0.9707504,-0.22138056,-0.0009591514,0.092916176
1760637384039212161,15.134811,-14.14299,-14.200211,-0.13330078,-0.41601562,0.8452148,2.3453295,-25.362354,11.388888,0.9710347,-0.22037774,-0.001909811,0.09231208
1760637384047264161,11.045456,-14.5664215,-14.139175,-0.058593743,-0.46484375,0.7919922,2.1735752,-25.323465,11.272294,0.97119796,-0.21991314,-0.0031072265,0.0916678
1760637384057871161,5.9814453,-9.868622,-14.749527,-0.00146484,-0.52441406,0.7797851,2.0219164,-25.346212,11.117581,0.9712733,-0.21999002,-0.004115347,0.09063984
1760637384068478161,1.8901825,-6.4525604,-17.313004,0.00634766,-0.53564453,0.8920898,1.881035,-25.366121,10.953085,0.9713593,-0.22005446,-0.0050106077,0.08950947
1760637384079085161,-1.2207031,-5.290985,-20.486832,0.027343754,-0.52734375,1.230957,1.7607892,-25.38359,10.804035,0.9714363,-0.22011608,-0.0057582976,0.08847139
1760637384089762161,8.846283,12.592316,-23.111343,-0.08789062,-0.6723633,1.9692382,1.7157611,-25.363913,10.627394,0.9716067,-0.21992376,-0.005784683,0.087066315
1760637384100442161,18.980026,13.505936,-23.172379,-0.062988274,-0.6640625,1.7177733,1.7364665,-25.269592,10.456529,0.9719149,-0.21914819,-0.0052052746,0.085606284
1760637384111122161,29.356003,12.224197,-23.355484,-0.009765621,-0.5292969,1.315918,1.7543546,-25.083803,10.297142,0.97238344,-0.21759307,-0.004601349,0.084275976
1760637384121797161,34.360886,13.811111,-21.707535,0.0146484375,-0.46240234,1.0615234,1.7936907,-24.522726,9.921501,0.97369677,-0.21287267,-0.0031242836,0.081178755
1760637384132473161,31.003952,9.477615,-21.158218,-0.018066403,-0.44140625,1.2783203,1.7763978,-24.27574,9.692346,0.9743077,-0.21076821,-0.0026605586,0.07933457
1760637384143149161,23.496628,5.2700043,-19.388199,-0.029296871,-0.56103516,1.7016602,1.7445277,-24.075073,9.513311,0.974793,-0.2090447,-0.002454727,0.07792725
1760637384151168161,33.5083,-6.5727234,-15.604019,0.06738281,-0.5126953,0.8139648,1.675328,-23.813288,9.397436,0.9753393,-0.20677406,-0.0026420923,0.077139094
1760637384159190161,24.89853,-13.286591,-11.270523,0.13134766,-0.47705075,0.6660156,1.5212733,-23.566698,9.239078,0.9758786,-0.20457679,-0.0034922557,0.07613249
1760637384167212161,6.160736,-20.793915,-8.523941,0.1743164,-0.5732422,0.9702148,1.3055867,-23.427246,9.137888,0.97618365,-0.20325044,-0.005050824,0.075688936
1760637384175234161,-5.619049,-20.183563,-4.922867,0.1743164,-0.7011719,1.4326172,1.085802,-23.405334,9.12223,0.97622114,-0.20291924,-0.006880111,0.0759501
1760637384185881161,-8.607864,-14.631271,-0.83351135,0.122558594,-0.8022461,1.5263672,0.9083751,-23.46513,9.134627,0.9760958,-0.20330974,-0.00845509,0.07635734
1760637384196528161,-11.720657,-16.15715,2.6454926,0.16357422,-0.7397461,1.3618164,0.7789532,-23.54554,9.172044,0.9759185,-0.20390494,-0.009679757,0.07688954
1760637384207175161,-18.07022,-12.798309,5.514145,0.2602539,-0.70458984,1.262207,0.6528166,-23.66023,9.230258,0.9756644,-0.20479113,-0.010937526,0.07758767
1760637384217818161,-24.478912,-4.436493,8.016586,0.23632812,-0.7553711,1.2382812,0.59292144,-24.055916,9.436099,0.97480756,-0.2080963,-0.012096825,0.07937103
1760637384228463161,-25.270462,1.1768341,8.626938,0.18945312,-0.7919922,1.2744141,0.64790934,-24.271444,9.503869,0.9743748,-0.2099601,-0.011906721,0.07980469
1760637384239108161,-21.486282,5.449295,8.932114,0.17285156,-0.81689453,1.2661133,0.74272907,-24.446516,9.598439,0.97399783,-0.21150479,-0.011400812,0.080398425
1760637384247138161,-7.5092316,11.312485,10.457993,0.11767578,-0.73291016,1.2104492,0.8689583,-24.559565,9.739349,0.97370255,-0.21254079,-0.010671491,0.08133799
1760637384255169161,0.4863739,12.041092,11.37352,0.06982422,-0.7109375,1.1796875,1.0154432,-24.60484,9.872174,0.97353727,-0.21301804,-0.009707209,0.08218418
1760637384263200161,7.7495575,9.233475,11.6176605,0.036621094,-0.6464844,1.0947266,1.1607275,-24.582033,9.986875,0.97350836,-0.21291982,-0.008668874,0.08289412
1760637384271231161,12.6953125,4.901886,12.350082,0.021484379,-0.61816406,0.99755853,1.2795115,-24.499495,10.132139,0.973563,-0.21229486,-0.007865911,0.08392875
1760637384281869161,16.41655,-0.41007996,13.082504,0.010742191,-0.55029297,0.930664,1.3603879,-24.375282,10.283888,0.97368383,-0.21128953,-0.0073623406,0.08510116
1760637384292507161,17.881393,-3.5800934,13.631821,0.03857422,-0.50683594,0.9233398,1.3795935,-24.274954,10.430814,0.9737579,-0.2104423,-0.007390065,0.08634113
1760637384303145161,19.649506,-4.070282,14.181137,0.047851566,-0.48144528,0.852539,1.3680506,-24.150843,10.575436,0.9738724,-0.20936984,-0.0076534413,0.08762472
1760637384313806161,18.857956,-4.377365,13.936996,0.022949222,-0.43701172,0.81103516,1.3544364,-23.8554,10.899166,0.97415084,-0.20682696,-0.0081147775,0.090481095
1760637384324468161,20.44487,-6.5135956,13.936996,0.021484379,-0.3984375,0.7480469,1.3444054,-23.671417,11.052474,0.9743554,-0.2052445,-0.008321584,0.091852576
1760637384335130161,20.568848,-8.525848,14.486313,0.036132812,-0.3515625,0.71972656,1.3207805,-23.485498,11.188474,0.97457194,-0.20363511,-0.008607405,0.093101725
1760637384345799161,23.923874,-11.213303,16.073227,0.025390625,-0.296875,0.70214844,1.2862834,-23.287697,11.348035,0.97478485,-0.20191292,-0.009013278,0.09457342
1760637384356469161,26.180267,-9.502411,16.378403,0.031250004,-0.26464844,0.65625,1.249875,-23.066977,11.5059185,0.9750335,-0.19999298,-0.009407806,0.096039794
1760637384367139161,27.585983,-9.626389,16.378403,0.010253906,-0.21923828,0.6020508,1.227142,-22.831102,11.63873,0.9753245,-0.19795632,-0.009624112,0.09727244
1760637384375130161,28.316498,-9.319305,16.256332,0.062011722,-0.1743164,0.578125,1.1792142,-22.33152,12.007849,0.97584623,-0.19363162,-0.0102136135,0.10062944
1760637384383122161,28.011322,-6.2675476,15.768051,0.06640625,-0.16113281,0.5786133,1.1829668,-22.08537,12.183193,0.97610056,-0.19152373,-0.010250023,0.10218173
1760637384391114161,25.939941,-3.9482117,14.913559,0.042480472,-0.13330078,0.56689453,1.2003453,-21.858152,12.328144,0.9763456,-0.18959159,-0.010131339,0.10344816
1760637384399106161,24.290085,-2.603531,13.50975,0.0390625,-0.12890625,0.56689453,1.2238297,-21.644566,12.431318,0.97660166,-0.18778463,-0.00990006,0.10434584
1760637384409782161,23.010254,-1.0185242,12.594223,0.03759766,-0.11767578,0.5649414,1.2591308,-21.44564,12.545886,0.97682035,-0.18611242,-0.0095971115,0.10531841
1760637384420458161,21.360397,1.2378693,11.007309,0.04345703,-0.12060546,0.54296875,1.306796,-21.26575,12.644683,0.9770203,-0.18461542,-0.009178125,0.10613265
1760637384431134161,17.026901,1.3599396,9.054184,0.03759766,-0.10644531,0.5175781,1.346455,-21.120024,12.723456,0.9771811,-0.18340407,-0.008825689,0.106780864
1760637384441798161,9.63974,-2.7885437,5.7582855,0.0014648438,-0.08984375,0.57177734,1.3645748,-21.01281,12.789384,0.9772896,-0.1825021,-0.00867223,0.10734397
1760637384452461161,7.8105927,-6.0253143,4.5375824,0.026367188,-0.08984375,0.5678711,1.34767,-20.926575,12.857444,0.9773595,-0.1817459,-0.008840338,0.107975304
1760637384463124161,6.406784,-7.669449,4.293442,0.023437504,-0.106933594,0.5756836,1.3031905,-20.8575,12.92373,0.97740114,-0.18110976,-0.009256867,0.10863018
1760637384471120161,4.6977997,-11.762619,3.7441254,0.006835941,-0.10888672,0.6201172,1.1454198,-20.762836,13.04468,0.9774193,-0.18014169,-0.010699775,0.109936
1760637384479118161,4.81987,-14.814377,4.6596527,-0.013183594,-0.11035156,0.6455078,1.0252254,-20.715334,13.095729,0.97743213,-0.17961603,-0.011758018,0.11057244
1760637384487116161,6.3438416,-15.666962,5.4531097,0.018554691,-0.14501953,0.63378906,0.90829915,-20.656218,13.142374,0.977466,-0.17899384,-0.012769621,0.11116811
1760637384495114161,5.7964325,-13.532639,6.5517426,0.031738285,-0.13769531,0.6015625,0.80732965,-20.609415,13.182598,0.97748756,-0.17849192,-0.013647046,0.11168009
1760637384505790161,3.293991,-16.340256,7.3451996,0.022460941,-0.1381836,0.6557617,0.6845154,-20.581718,13.277601,0.97742206,-0.1781237,-0.014814792,0.11268807
1760637384516466161,0.54740906,-16.15715,8.749008,0.07324219,-0.15039062,0.77685547,0.58251786,-20.58223,13.367561,0.97731876,-0.1780153,-0.015825054,0.11361374
1760637384527142161,-1.8939972,-12.189865,9.420395,0.023925785,-0.1616211,0.8818359,0.4975786,-20.563564,13.424234,0.9772792,-0.17776369,-0.016618611,0.11423308
1760637384537787161,-0.9803772,-11.02829,11.007309,0.09033203,-0.19238281,0.883789,0.3867447,-20.51269,13.498363,0.9772669,-0.17720793,-0.01762715,0.11504789
1760637384548434161,-1.2226105,-8.283615,10.885239,0.06542969,-0.1875,0.8310547,0.31397086,-20.495104,13.608652,0.9771713,-0.17696725,-0.018400291,0.116104566
1760637384559081161,-1.5296936,-7.610321,10.8242035,0.037597656,-0.19726562,0.8413086,0.2823247,-20.508087,13.726195,0.9770265,-0.17702661,-0.018865004,0.11715302
1760637384569771161,-1.405716,-5.842209,9.969711,0.040039062,-0.23095703,0.83837885,0.2443945,-20.542555,13.942441,0.9767442,-0.17724507,-0.019558396,0.119048
1760637384580460161,-1.7108917,-2.729416,9.908676,0.017578125,-0.2529297,0.79589844,0.2570143,-20.557266,14.051853,0.9766095,-0.17736489,-0.01963557,0.119957946
1760637384591149161,-1.7719269,-1.6269684,9.725571,0.024902344,-0.26123047,0.72509766,0.2803866,-20.576532,14.15067,0.97648,-0.17753668,-0.01960979,0.1207598
1760637384601812161,-5.9814453,2.0942688,10.396957,-0.047363278,-0.35742188,0.7392578,0.32464674,-20.61453,14.246997,0.976327,-0.1778908,-0.019422527,0.12150375
1760637384612475161,-7.8754425,1.8482208,11.800766,-0.051269528,-0.40820312,0.82275385,0.378118,-20.668278,14.353259,0.9761398,-0.17838761,-0.019189874,0.122314036
1760637384623138161,-14.591217,-3.33786,12.411118,-0.038574215,-0.44189453,1.1230469,0.44187734,-20.787302,14.4952,0.97581327,-0.17944588,-0.018997388,0.12339631
1760637384631131161,-18.253326,-7.183075,13.143539,-0.06689453,-0.45361328,1.8354491,0.44068336,-21.077427,14.681717,0.97515595,-0.18188244,-0.019619469,0.12491804
1760637384639125161,-13.614655,0.62942505,15.40184,-0.15917969,-0.64501953,2.3320312,0.5066549,-21.174093,14.846886,0.9748333,-0.1827489,-0.019428123,0.12619515
1760637384647119161,0.30326843,-0.104904175,16.622543,-0.10302734,-0.7548828,1.7099608,0.55126625,-21.130661,15.022481,0.9747151,-0.18239927,-0.019279666,0.12762852
1760637384655113161,16.170502,-1.4457703,14.181137,-0.03613281,-0.50390625,1.1831055,0.60552365,-20.976042,15.151737,0.9748231,-0.18112352,-0.018847764,0.12868097
1760637384665816161,17.148972,6.914139,13.021469,-0.043945305,-0.4423828,0.93701166,0.73941725,-20.893183,15.231533,0.9748844,-0.18055674,-0.01773988,0.12917002
1760637384676519161,8.176804,7.40242,10.457993,-0.1352539,-0.59228516,1.0683594,0.8388866,-20.838793,15.30277,0.97490376,-0.18019572,-0.01694318,0.1296341
1760637384687222161,0.4234314,7.221222,9.054184,-0.2109375,-0.7109375,1.3232422,0.934561,-20.843012,15.393641,0.97480804,-0.18032692,-0.01627709,0.13025549
1760637384697857161,-8.243561,6.000519,7.6503754,-0.20361328,-0.75,1.0170898,1.0298984,-20.87855,15.476784,0.9746713,-0.1807261,-0.015638545,0.1308024
